sku,product_group_id,name,unit_cost,active
sku_1,121,quis,35.29824552839157,False
sku_2,115,cold,43.283414368196155,False
sku_3,108,velit,39.57983163271232,False
sku_4,159,factor,48.82491985698152,False
sku_5,106,deserunt,39.14156154609128,True
sku_6,100,eligendi,57.17590924032406,False
sku_7,157,dolor,54.25953442595468,True
sku_8,109,qui,60.764423590641584,False
sku_9,154,iure,34.41514746296465,True
sku_10,105,positive,44.35203562765821,False
sku_11,107,sed,38.232247994950214,False
sku_12,141,cupiditate,38.00551452276136,True
sku_13,138,minus,44.34359496929674,False
sku_14,110,cultural,41.36109752004816,False
sku_15,150,real,32.63669431602372,True
sku_16,113,officiis,42.13779707256749,False
sku_17,121,maxime,28.7545177313159,True
sku_18,156,economic,59.48002806082142,True
sku_19,132,technology,41.24695724094251,True
sku_20,125,rock,48.49949255003443,False
sku_21,111,nemo,56.03019076315369,False
sku_22,158,aliquam,30.508419406915777,False
sku_23,119,citizen,59.75745889195665,True
sku_24,128,vitae,13.18640169870769,True
sku_25,123,harum,44.269755734184976,False
sku_26,159,drug,41.77844266099891,True
sku_27,140,atque,51.76174657952933,True
sku_28,122,whatever,29.558661295302283,True
sku_29,135,suggest,44.93797138739831,False
sku_30,151,recently,36.27814570036765,False
sku_31,157,veniam,65.41156530774985,True
sku_32,108,happen,64.82002463157062,True
sku_33,152,quos,62.51427610990888,False
sku_34,137,security,42.33173099824634,True
sku_35,121,will,42.86582155376785,False
sku_36,123,dolor,57.27639564028499,False
sku_37,143,ea,41.025233316327395,True
sku_38,140,these,17.468540245323016,True
sku_39,134,hear,46.744371677421356,False
sku_40,144,create,42.71692979354109,False
sku_41,129,reduce,39.0203973681125,True
sku_42,127,democratic,53.839080858853805,True
sku_43,127,head,51.62780211815553,True
sku_44,153,serve,22.63113585758085,True
sku_45,103,dicta,45.42288742769035,True
sku_46,144,animi,22.829722969625678,False
sku_47,140,maxime,24.585659294955025,False
sku_48,159,ad,57.69007656559148,True
sku_49,147,nesciunt,52.523293839806,False
sku_50,152,floor,43.31721478325721,True
sku_51,123,approach,58.30150589274554,True
sku_52,119,commodi,34.92766381366521,False
sku_53,134,voluptatum,57.39981033874332,True
sku_54,118,optio,52.13097429367687,False
sku_55,123,facilis,52.66832686497137,True
sku_56,128,produce,53.70025763079123,False
sku_57,136,voluptatum,26.75732950536979,True
sku_58,108,excepturi,40.80601806444018,False
sku_59,150,baby,36.160605475874135,False
sku_60,135,ahead,34.63847918771898,False
sku_61,103,tough,58.78094234870498,True
sku_62,117,quibusdam,47.366186810873224,False
sku_63,142,debitis,55.60666083173674,False
sku_64,155,minute,36.10249163021133,False
sku_65,125,iste,28.82628606536879,True
sku_66,111,security,68.9116355251245,True
sku_67,133,saepe,60.59059814690289,False
sku_68,129,iure,57.078546573593975,False
sku_69,135,itaque,50.26821636112469,False
sku_70,114,action,25.378065441437414,False
sku_71,102,iure,16.99557782575668,False
sku_72,125,fall,30.514628819831373,False
sku_73,132,mollitia,30.648143369021223,True
sku_74,102,ut,46.07233805214893,False
sku_75,114,generation,33.955622632222585,False
sku_76,154,autem,50.39362465629519,False
sku_77,100,ex,35.876608220227475,True
sku_78,147,hair,27.887324366759202,True
sku_79,103,important,41.49044066409934,False
sku_80,125,eaque,14.162926418243462,True
sku_81,134,hospital,31.485629227550902,True
sku_82,118,former,42.19144978602621,True
sku_83,145,velit,51.90191652859397,True
sku_84,134,aspernatur,41.17102129753383,False
sku_85,152,reprehenderit,38.564567209094655,False
sku_86,113,administration,48.44447219338861,False
sku_87,105,sint,38.47483151781183,False
sku_88,106,facilis,54.95070567404953,False
sku_89,143,mind,44.28172473605357,False
sku_90,131,court,22.953495836832897,True
sku_91,152,maybe,33.56268319000282,False
sku_92,124,method,31.11069775137313,False
sku_93,148,iusto,49.66988710982188,True
sku_94,157,wife,37.6699859024988,False
sku_95,153,traditional,37.67629733971097,False
sku_96,116,aliquid,60.53330648085931,True
sku_97,118,voluptate,38.977220190141026,True
sku_98,141,certainly,33.93884566421906,False
sku_99,146,a,62.4522528921409,True
sku_100,109,repellat,37.52803135441674,False
sku_101,109,grow,34.8343997139947,True
sku_102,107,position,50.147279648268224,False
sku_103,132,me,33.752686007272025,False
sku_104,150,run,40.17910254493666,True
sku_105,158,carry,29.832701130648733,True
sku_106,132,commodi,38.7819003545904,True
sku_107,155,stop,59.296878133610775,True
sku_108,157,receive,37.65987474096461,True
sku_109,140,corrupti,28.432991065590972,False
sku_110,129,kind,9.0239790415905,False
sku_111,123,instead,32.4251729327302,True
sku_112,119,provident,37.557551430574364,True
sku_113,155,ipsa,60.34876810807437,False
sku_114,117,quis,36.60029393299973,False
sku_115,142,culture,43.44541945017541,True
sku_116,105,professional,37.35400959487564,False
sku_117,153,police,42.70812767569471,False
sku_118,123,road,46.19863354925054,False
sku_119,144,illum,40.653794639332645,False
sku_120,118,autem,71.03548205037666,False
sku_121,142,amet,43.22515271672266,True
sku_122,158,provide,39.858962714669254,False
sku_123,128,non,25.30085119206453,True
sku_124,124,baby,45.39975599169127,False
sku_125,144,reprehenderit,29.69462363831927,False
sku_126,129,hic,39.2978886052735,False
sku_127,118,asperiores,57.34770640736925,False
sku_128,107,themselves,60.205823074144035,False
sku_129,157,city,34.436926401806346,True
sku_130,105,hic,46.669203501260256,True
sku_131,156,odit,23.134370472855807,False
sku_132,113,modi,51.21595381676386,False
sku_133,106,explicabo,35.483892525881785,False
sku_134,121,fuga,27.596574446660675,False
sku_135,118,bed,42.98466561081641,False
sku_136,118,eos,45.47193303743548,False
sku_137,110,corrupti,48.863644884397345,True
sku_138,116,leg,48.756059898838075,False
sku_139,131,foot,47.505646960873136,False
sku_140,103,like,39.76318117922422,False
sku_141,121,reiciendis,43.09938769259867,True
sku_142,141,ut,38.70936322500986,True
sku_143,114,quisquam,30.30972403557427,False
sku_144,157,aspernatur,31.197772532584075,False
sku_145,155,discussion,42.97766293748048,True
sku_146,131,sint,34.173936582519744,False
sku_147,112,quality,34.28029541250524,True
sku_148,132,asperiores,40.18414255097696,False
sku_149,102,dignissimos,44.04419473086248,False
sku_150,144,front,33.75087441604011,True
sku_151,151,est,43.668283659240714,False
sku_152,115,girl,46.39512089033133,False
sku_153,147,as,46.45053054965624,False
sku_154,125,whom,47.41546106966095,True
sku_155,143,rerum,42.03161514732218,False
sku_156,101,foot,45.33387052529376,False
sku_157,130,politics,42.030961958041274,False
sku_158,152,success,15.99884221299579,False
sku_159,122,Congress,44.979978890513124,False
sku_160,136,establish,39.775653379496646,True
sku_161,111,board,66.11770622756235,False
sku_162,138,quasi,34.21556713538694,False
sku_163,139,occaecati,59.420730931523565,True
sku_164,146,numquam,56.76567178571542,True
sku_165,103,accusamus,48.427471509562366,False
sku_166,107,pariatur,28.09894806142238,False
sku_167,142,nemo,48.647593236402,True
sku_168,158,forget,58.63105972315193,True
sku_169,144,study,37.70541790685805,True
sku_170,113,many,41.00992117249495,False
sku_171,146,aperiam,38.88908556632389,True
sku_172,130,present,29.49660003756604,False
sku_173,151,animi,60.87484248835623,False
sku_174,109,nice,38.34395810982823,False
sku_175,138,quod,28.37175472157652,True
sku_176,128,board,46.60015171723472,True
sku_177,103,direction,31.01353478215927,False
sku_178,142,receive,50.83618676016423,True
sku_179,158,fight,18.455164691802594,False
sku_180,116,eligendi,39.48151187697502,True
sku_181,131,ipsa,55.967842851905175,False
sku_182,144,porro,41.56067236267272,True
sku_183,126,dolores,31.759685893617426,True
sku_184,132,easy,36.65521427557085,True
sku_185,118,eius,63.45994566068781,True
sku_186,158,daughter,58.79293153248403,True
sku_187,138,ducimus,39.657954884315,True
sku_188,118,soluta,41.33823378422848,False
sku_189,115,veniam,35.08348257776969,True
sku_190,148,fugiat,46.25942660572768,False
sku_191,114,another,37.90190563760833,False
sku_192,110,building,26.52685833399784,False
sku_193,127,first,52.232488324831714,False
sku_194,147,dignissimos,38.027604401597166,True
sku_195,118,industry,28.718000275970038,False
sku_196,120,natus,45.75439748029129,True
sku_197,128,agreement,43.70939801881767,True
sku_198,111,distinctio,52.52070740683956,True
sku_199,102,interest,39.33187582023136,False
sku_200,139,finish,24.970666770379196,True
